Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group,Patient_Accuracy_Mean,Patient_Accuracy_Std,N_Patients
SVM,C_Basicos_Motor-4,"Basicos per-ch (Motor-4, 4ch x 4m)",Motor-4,2class,Mes 1,0.75,0.7494824016563147,0.4991307227419488,7.5,880,16,C,0.7674230769230769,0.13037233888199648,5
kNN,C_Basicos_Motor-4,"Basicos per-ch (Motor-4, 4ch x 4m)",Motor-4,2class,Mes 1,0.7284090909090909,0.7283076974749099,0.4577928104440365,8.147727272727273,880,16,C,0.7486643356643357,0.13145608555877775,5
RandomForest,C_Basicos_Motor-4,"Basicos per-ch (Motor-4, 4ch x 4m)",Motor-4,2class,Mes 1,0.7306818181818182,0.7302551168881559,0.46059464939686745,8.079545454545455,880,16,C,0.750937062937063,0.15205451418769192,5
NaiveBayes,C_Basicos_Motor-4,"Basicos per-ch (Motor-4, 4ch x 4m)",Motor-4,2class,Mes 1,0.6806818181818182,0.6804998714402184,0.36100717342319066,9.579545454545455,880,16,C,0.6988706293706294,0.1454380788487211,5
LogisticRegression,C_Basicos_Motor-4,"Basicos per-ch (Motor-4, 4ch x 4m)",Motor-4,2class,Mes 1,0.7431818181818182,0.7428829993535876,0.48578993091465683,7.704545454545454,880,16,C,0.756944055944056,0.1282903118997736,5
MLP,C_Basicos_Motor-4,"Basicos per-ch (Motor-4, 4ch x 4m)",Motor-4,2class,Mes 1,0.6772727272727272,0.6771376453991598,0.3543053201603902,9.681818181818182,880,16,C,0.6983356643356643,0.13033079075126217,5
DecisionTree,C_Basicos_Motor-4,"Basicos per-ch (Motor-4, 4ch x 4m)",Motor-4,2class,Mes 1,0.7068181818181818,0.7066666666666667,0.41334546055895494,8.795454545454545,880,16,C,0.7252902097902099,0.12966263850451396,5
SVM,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mes 1,0.6693877551020408,0.5868788739618825,0.4563758389261745,9.040816326530612,980,24,C,0.6763720150816925,0.17684206519201276,5
kNN,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mes 1,0.5704081632653061,0.5247370904147004,0.34485321205808006,11.66326530612245,980,24,C,0.5814070261535699,0.13140940090068085,5
RandomForest,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mes 1,0.7081632653061225,0.6033925002830332,0.5055953036140157,8.13265306122449,980,24,C,0.7103608833562751,0.14006312441443675,5
NaiveBayes,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mes 1,0.4887755102040816,0.454168230817977,0.24134073378164556,13.83673469387755,980,24,C,0.5026398946675446,0.14092878363579728,5
LogisticRegression,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mes 1,0.6755102040816326,0.5873189085396343,0.4638875891112274,8.857142857142858,980,24,C,0.6770830091567419,0.12947286247319098,5
MLP,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mes 1,0.576530612244898,0.5123369514749267,0.3169573278873542,11.591836734693878,980,24,C,0.5868974803997846,0.11321283268957345,5
DecisionTree,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mes 1,0.5571428571428572,0.474433136866665,0.2735533237685318,12.091836734693878,980,24,C,0.5615488658806631,0.11686288342665475,5
SVM,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mes 1,0.8068181818181818,0.8064943397007388,0.6130607515312034,5.795454545454546,880,24,C,0.8207692307692307,0.16188095560312907,5
kNN,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mes 1,0.759090909090909,0.7590896647193426,0.5185995623632385,7.2272727272727275,880,24,C,0.7783286713286713,0.147987378742923,5
RandomForest,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mes 1,0.8136363636363636,0.813288207866942,0.6266710814949712,5.590909090909091,880,24,C,0.8246503496503497,0.15479356725015248,5
NaiveBayes,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mes 1,0.6863636363636364,0.686232359613268,0.3724939026910834,9.409090909090908,880,24,C,0.706534965034965,0.15994804006171917,5
LogisticRegression,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mes 1,0.8181818181818182,0.8177667103267257,0.6356861933347133,5.454545454545454,880,24,C,0.8312832167832166,0.14269035577151654,5
MLP,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mes 1,0.6852272727272727,0.6849730218732836,0.3699468580054176,9.443181818181818,880,24,C,0.7056713286713286,0.17482654321142793,5
DecisionTree,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mes 1,0.7068181818181818,0.7066666666666667,0.41334546055895494,8.795454545454545,880,24,C,0.7215244755244755,0.16977688655230433,5
SVM,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mes 1,0.6724489795918367,0.5961664524384277,0.4634304427918401,8.459183673469388,980,20,C,0.6771350769046621,0.16163679338030285,5
kNN,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mes 1,0.5877551020408164,0.5379980092265112,0.3606934325427582,10.857142857142858,980,20,C,0.5946029086121252,0.14829352524336487,5
RandomForest,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mes 1,0.6816326530612244,0.5720570386380305,0.45815671208018494,8.377551020408163,980,20,C,0.6867245197199114,0.15098583454181,5
NaiveBayes,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mes 1,0.4887755102040816,0.4561669321920283,0.2421931914998704,13.76530612244898,980,20,C,0.503641749955114,0.16292402559220148,5
LogisticRegression,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mes 1,0.6561224489795918,0.5699130434782609,0.44009304091901635,8.908163265306122,980,20,C,0.6595122389131606,0.1377956313192595,5
MLP,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mes 1,0.5816326530612245,0.518905939938872,0.33044938877261276,11.255102040816327,980,20,C,0.5842970854030762,0.13923872259386627,5
DecisionTree,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mes 1,0.6112244897959184,0.5124888484476748,0.3475115336222564,10.714285714285714,980,20,C,0.6122514812376564,0.1244268363996876,5
SVM,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mes 1,0.8102272727272727,0.8098911945316553,0.6198654940506985,5.693181818181818,880,20,C,0.8246923076923076,0.17092394239204828,5
kNN,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mes 1,0.7522727272727273,0.7522676088348933,0.5047910127209647,7.431818181818182,880,20,C,0.7666538461538461,0.1619300016790804,5
RandomForest,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mes 1,0.8022727272727272,0.8020723459700937,0.6041528788881536,5.931818181818182,880,20,C,0.8167692307692308,0.19014625327135978,5
NaiveBayes,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mes 1,0.6738636363636363,0.6738531073446328,0.34801016088060965,9.784090909090908,880,20,C,0.6918426573426574,0.15446619475002799,5
LogisticRegression,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mes 1,0.8318181818181818,0.8316224951519069,0.6632606627228725,5.045454545454546,880,20,C,0.8430104895104895,0.13850447628365242,5
MLP,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mes 1,0.7522727272727273,0.7513363854597115,0.5032522683017774,7.431818181818182,880,20,C,0.7601608391608391,0.1142309278415615,5
DecisionTree,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mes 1,0.7159090909090909,0.7156976263336365,0.4313952526672732,8.522727272727273,880,20,C,0.7260734265734266,0.1372271376226746,5
SVM,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mes 1,0.6122448979591837,0.540057323468223,0.37714086919289236,10.714285714285714,980,20,C,0.6151930097552218,0.12570578310711603,5
kNN,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mes 1,0.48775510204081635,0.4556773556773557,0.23794240111034015,14.26530612244898,980,20,C,0.49057394218684547,0.0835518500786216,5
RandomForest,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mes 1,0.639795918367347,0.5410031649601895,0.39520133148715375,10.051020408163266,980,20,C,0.6427763480758872,0.09462253410878003,5
NaiveBayes,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mes 1,0.4520408163265306,0.42098225383920046,0.2026073675406378,15.295918367346939,980,20,C,0.462716500089772,0.07287506249683379,5
LogisticRegression,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mes 1,0.6061224489795919,0.5315087024047956,0.3604690479732745,10.96938775510204,980,20,C,0.607738344604704,0.07058892526896939,5
MLP,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mes 1,0.4561224489795918,0.4076109076109076,0.15100902400332883,15.571428571428571,980,20,C,0.4688377521096415,0.0853143580879434,5
DecisionTree,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mes 1,0.536734693877551,0.46065601123231525,0.2375344456478523,13.153061224489797,980,20,C,0.5403614818361362,0.06123494317079733,5
SVM,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mes 1,0.7522727272727273,0.7522266537166002,0.5045454545454545,7.431818181818182,880,20,C,0.7643041958041958,0.11020933450972487,5
kNN,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mes 1,0.7102272727272727,0.709768163740421,0.4221379864444491,8.693181818181818,880,20,C,0.723853146853147,0.10386254821026503,5
RandomForest,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mes 1,0.7579545454545454,0.7574279912879067,0.5150373605447809,7.261363636363637,880,20,C,0.7666713286713287,0.11377833283383124,5
NaiveBayes,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mes 1,0.6715909090909091,0.67155655485659,0.3440356560675154,9.852272727272727,880,20,C,0.6824055944055945,0.10224029346449949,5
LogisticRegression,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mes 1,0.7522727272727273,0.7517071428201637,0.5036224384185468,7.431818181818182,880,20,C,0.7636538461538461,0.08713350974630861,5
MLP,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mes 1,0.675,0.6741854636591479,0.3487081815170586,9.75,880,20,C,0.6904615384615385,0.1098008956538631,5
DecisionTree,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mes 1,0.6545454545454545,0.6540880503144654,0.30823334712453454,10.363636363636363,880,20,C,0.6640594405594406,0.09439320457418193,5
SVM,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mes 1,0.42959183673469387,0.396767495629035,0.12486581126674157,15.795918367346939,980,7,C,0.4424220479980849,0.08046858035588879,5
kNN,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mes 1,0.4061224489795918,0.37745170603875744,0.11565511852044807,16.010204081632654,980,7,C,0.4153617810760668,0.054751626558794037,5
RandomForest,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mes 1,0.4673469387755102,0.4017338032727122,0.13067417105102164,15.438775510204081,980,7,C,0.469278831767311,0.036320053135374515,5
NaiveBayes,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mes 1,0.413265306122449,0.39270729392497034,0.1399362621797846,16.285714285714285,980,7,C,0.42839368005266626,0.08560620827137642,5
LogisticRegression,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mes 1,0.4387755102040816,0.4028996468288933,0.13584126414077924,15.653061224489797,980,7,C,0.44867556406726916,0.06689373707200495,5
MLP,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mes 1,0.39183673469387753,0.3641631909356368,0.08514504103752896,16.989795918367346,980,7,C,0.40315159494883,0.06555022281053771,5
DecisionTree,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mes 1,0.42857142857142855,0.36171766717089104,0.06765609285384222,16.26530612244898,980,7,C,0.4279897061463882,0.02706847266138834,5
SVM,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mes 1,0.6170454545454546,0.6151964696066715,0.23175761092574554,11.488636363636363,880,7,C,0.632013986013986,0.08350621231813271,5
kNN,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mes 1,0.6102272727272727,0.608808293513014,0.22358267311451796,11.693181818181818,880,7,C,0.6192797202797203,0.06128443118123949,5
RandomForest,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mes 1,0.5852272727272727,0.5851067265153228,0.17030026244549612,12.443181818181818,880,7,C,0.5952657342657344,0.06174447635941083,5
NaiveBayes,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mes 1,0.615909090909091,0.609353247421868,0.2269305942529214,11.522727272727273,880,7,C,0.6316643356643357,0.08132359808359363,5
LogisticRegression,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mes 1,0.6238636363636364,0.6224943007370485,0.24581063446361617,11.284090909090908,880,7,C,0.6386643356643357,0.07985127992688139,5
MLP,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mes 1,0.5829545454545455,0.5805229435610091,0.1630558722919042,12.511363636363637,880,7,C,0.5968531468531468,0.07949114106705356,5
DecisionTree,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mes 1,0.571590909090909,0.5715770782889427,0.14408371344244697,12.852272727272727,880,7,C,0.5766363636363637,0.050513560899136216,5
SVM,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mes 1,0.536734693877551,0.47597719492499074,0.2537503689987386,12.775510204081632,980,14,C,0.5489975462325691,0.12742076085313664,5
kNN,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mes 1,0.4744897959183674,0.4391852100372156,0.20855705539943792,13.857142857142858,980,14,C,0.4913920641570412,0.13118097340467713,5
RandomForest,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mes 1,0.5571428571428572,0.4788116091862558,0.2624576882525942,12.26530612244898,980,14,C,0.5655131964809385,0.10803108305544547,5
NaiveBayes,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mes 1,0.4336734693877551,0.4081975147554921,0.16901950718685843,15.224489795918368,980,14,C,0.44976778981387283,0.1310541054424742,5
LogisticRegression,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mes 1,0.5163265306122449,0.4613987981076589,0.2348391007563978,12.83673469387755,980,14,C,0.5294081034173199,0.13768979043711438,5
MLP,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mes 1,0.4683673469387755,0.4137217226459217,0.16235743440998507,14.846938775510203,980,14,C,0.48393739900652344,0.12780509080867009,5
DecisionTree,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mes 1,0.4969387755102041,0.4223048283925184,0.174277745115465,13.908163265306122,980,14,C,0.5062427434316835,0.09196945616315186,5
SVM,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mes 1,0.675,0.6718661180384979,0.347004856988667,9.75,880,14,C,0.6976678321678322,0.14505138013937147,5
kNN,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mes 1,0.6761363636363636,0.6761259079903148,0.35255364408004786,9.715909090909092,880,14,C,0.7015734265734266,0.15221042859423184,5
RandomForest,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mes 1,0.675,0.6743271221532091,0.3488699395645335,9.75,880,14,C,0.6917202797202797,0.11598296098769773,5
NaiveBayes,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mes 1,0.6545454545454545,0.6520852515983374,0.3064255195586344,10.363636363636363,880,14,C,0.6750524475524474,0.1339767377112097,5
LogisticRegression,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mes 1,0.6738636363636363,0.6735090665353257,0.34703923555812943,9.784090909090908,880,14,C,0.6923251748251747,0.14039959163861584,5
MLP,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mes 1,0.634090909090909,0.6305625524769101,0.26480966416206575,10.977272727272727,880,14,C,0.6550699300699302,0.14403993223527026,5
DecisionTree,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mes 1,0.6363636363636364,0.6359951190254597,0.272005294506949,10.909090909090908,880,14,C,0.6516363636363637,0.1200181115808694,5
SVM,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mes 1,0.6030612244897959,0.5276737893525397,0.3553416577605216,11.23469387755102,980,28,C,0.6114997905320486,0.1482374705629105,5
kNN,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mes 1,0.4969387755102041,0.4651402615553559,0.25533292231812577,13.612244897959183,980,28,C,0.5040953976898678,0.10436991132007131,5
RandomForest,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mes 1,0.6204081632653061,0.5179927753839751,0.36039412185776243,10.683673469387756,980,28,C,0.6247674905739421,0.09916284730313206,5
NaiveBayes,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mes 1,0.45102040816326533,0.4260416666666667,0.19874288771093707,14.612244897959183,980,28,C,0.4733341313064815,0.1425377042500206,5
LogisticRegression,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mes 1,0.6091836734693877,0.5387013273412009,0.3648897432079379,10.826530612244898,980,28,C,0.6163977497157221,0.11245622294099746,5
MLP,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mes 1,0.46122448979591835,0.4242647536650684,0.1710880430603614,15.0,980,28,C,0.47753785385121794,0.14346759313439644,5
DecisionTree,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mes 1,0.5357142857142857,0.4550269692222897,0.22747747747747749,13.204081632653061,980,28,C,0.5460129271650009,0.10723606733413002,5
SVM,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mes 1,0.7545454545454545,0.7536853890651241,0.5078707539353771,7.363636363636363,880,28,C,0.7722097902097901,0.1276079873101636,5
kNN,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mes 1,0.7227272727272728,0.7226570774627876,0.4463467964850035,8.318181818181818,880,28,C,0.742604895104895,0.13073424422595148,5
RandomForest,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mes 1,0.7443181818181818,0.7437619626280705,0.4877155217022333,7.670454545454546,880,28,C,0.7572622377622379,0.12153209986810891,5
NaiveBayes,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mes 1,0.6863636363636364,0.6837500000000001,0.37007220516225414,9.409090909090908,880,28,C,0.7084545454545456,0.1344095136341617,5
LogisticRegression,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mes 1,0.7568181818181818,0.7567163947726063,0.513455417303956,7.295454545454546,880,28,C,0.7701398601398601,0.12410184146346782,5
MLP,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mes 1,0.6761363636363636,0.6756232418275294,0.351347996110157,9.715909090909092,880,28,C,0.6995174825174825,0.164531187657733,5
DecisionTree,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mes 1,0.678409090909091,0.678358834476978,0.35685804598888493,9.647727272727273,880,28,C,0.6875034965034965,0.1141473408955177,5
SVM,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 1,0.6581632653061225,0.5784296758890598,0.441476692752637,9.357142857142858,980,42,C,0.6642964869232151,0.15730483211235605,5
kNN,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 1,0.55,0.5090307694904683,0.3208817317845828,12.122448979591837,980,42,C,0.5592572864923095,0.09809798832205933,5
RandomForest,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 1,0.6806122448979591,0.5612426922881241,0.4584928043837474,8.826530612244898,980,42,C,0.6814058291938476,0.1227963557374889,5
NaiveBayes,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 1,0.5040816326530613,0.4654144456811761,0.25683435276494826,13.020408163265307,980,42,C,0.5213896702375965,0.15673227249353583,5
LogisticRegression,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 1,0.6724489795918367,0.5786696729752746,0.4614979047410369,8.73469387755102,980,42,C,0.6733179723502303,0.12624452210638498,5
MLP,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 1,0.5795918367346938,0.5029197423204083,0.32184031603558083,11.346938775510203,980,42,C,0.5835525764558023,0.1494280697913147,5
DecisionTree,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 1,0.5969387755102041,0.5157121068339987,0.3374570399682336,11.193877551020408,980,42,C,0.6051906158357772,0.11643102562182524,5
SVM,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 1,0.8045454545454546,0.8039124238891049,0.608167999005923,5.863636363636363,880,42,C,0.8190104895104895,0.15136708178171476,5
kNN,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 1,0.7568181818181818,0.7568169257072609,0.5140580488006276,7.295454545454546,880,42,C,0.7768426573426574,0.14889727910928388,5
RandomForest,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 1,0.825,0.8247383749502097,0.6495220755575786,5.25,880,42,C,0.8347867132867133,0.13920757306430817,5
NaiveBayes,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 1,0.696590909090909,0.6946029096949539,0.3909545237749621,9.102272727272727,880,42,C,0.716458041958042,0.1467271385795937,5
LogisticRegression,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 1,0.8272727272727273,0.8271218160480999,0.6542454195789735,5.181818181818182,880,42,C,0.8382237762237763,0.12822196236161978,5
MLP,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 1,0.7079545454545455,0.7069703381320784,0.4144937141436945,8.761363636363637,880,42,C,0.7288496503496503,0.16079407257953507,5
DecisionTree,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 1,0.7613636363636364,0.7613032224064975,0.5226680993511592,7.159090909090909,880,42,C,0.767541958041958,0.10582083443231347,5
SVM,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 1,0.6622448979591836,0.5816355352584672,0.44666957791454576,8.846938775510203,980,35,C,0.6710066431264587,0.13856557230573543,5
kNN,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 1,0.5877551020408164,0.5378688678410947,0.3622176115055994,10.622448979591837,980,35,C,0.598157878987372,0.13553503357748745,5
RandomForest,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 1,0.6693877551020408,0.5577054330715109,0.4389550909630635,8.581632653061224,980,35,C,0.6734059488898199,0.132493233586545,5
NaiveBayes,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 1,0.48775510204081635,0.4549245295013306,0.2368453710598164,13.46938775510204,980,35,C,0.5052893650128674,0.1757225831045734,5
LogisticRegression,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 1,0.6612244897959184,0.5661302004615654,0.44467201922551747,8.73469387755102,980,35,C,0.6677993895505416,0.13656241668304459,5
MLP,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 1,0.5193877551020408,0.4720261516009569,0.2556505921510953,12.918367346938776,980,35,C,0.5219516428272188,0.15804556913690807,5
DecisionTree,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 1,0.5989795918367347,0.5048154392600621,0.34051369863013703,10.755102040816327,980,35,C,0.597600694236639,0.12360733570234801,5
SVM,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mes 1,0.7920454545454545,0.7915002427577278,0.583238442268276,6.238636363636363,880,35,C,0.8077377622377622,0.17074655768913077,5
kNN,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mes 1,0.7636363636363637,0.7635582010582012,0.5271554930974622,7.090909090909091,880,35,C,0.7786363636363637,0.16169045009799612,5
RandomForest,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mes 1,0.8011363636363636,0.8005178763184926,0.6013584874402038,5.965909090909091,880,35,C,0.813,0.16663132958720578,5
